bibItem,creatorstatement,propLabel,listpos,givenName,lastName,fullName,fullName_clusters,fullName_recon_Wikidata,Wikidata_Qid,fullName_recon_Wikibase,Wikibase_search
https://dhwiki.wikibase.cloud/entity/Q208,https://dhwiki.wikibase.cloud/entity/statement/Q208-03828819-8E7A-4A4C-961B-F5188B4BA629,Author,8,Xiaoli,Li,Xiaoli Li,Xiaoli Li,Xiaoli Li,,Xiaoli Li,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q352"", ""pageid"": 393, ""displaytext"": ""Lithuanian""}, {""ns"": 120, ""title"": ""Item:Q1083"", ""pageid"": 1124, ""displaytext"": ""linguistic borrowing""}, {""ns"": 120, ""title"": ""Item:Q1087"", ""pageid"": 1128, ""displaytext"": ""linguistic variation""}, {""ns"": 120, ""title"": ""Item:Q820"", ""pageid"": 862, ""displaytext"": ""Lino, Maria Teresa Rijo da Fonseca""}, {""ns"": 120, ""title"": ""Item:Q1730"", ""pageid"": 2760, ""displaytext"": ""linguistics""}, {""ns"": 120, ""title"": ""Item:Q819"", ""pageid"": 861, ""displaytext"": ""Lignon, St\u00e9phanie""}, {""ns"": 120, ""title"": ""Item:Q1504"", ""pageid"": 2536, ""displaytext"": ""Livia Caruntu-Caraman""}, {""ns"": 120, ""title"": ""Item:Q1869"", ""pageid"": 2903, ""displaytext"": ""linguistic innovation""}, {""ns"": 120, ""title"": ""Item:Q707"", ""pageid"": 749, ""displaytext"": ""Lionel Benaiche""}, {""ns"": 120, ""title"": ""Item:Q1459"", ""pageid"": 2491, ""displaytext"": ""Lindauer, Thomas""}, {""ns"": 120, ""title"": ""Item:Q1503"", ""pageid"": 2535, ""displaytext"": ""Lina Cabac""}, {""ns"": 120, ""title"": ""Item:Q1587"", ""pageid"": 2619, ""displaytext"": ""Lidia Vieru""}, {""ns"": 120, ""title"": ""Item:Q1536"", ""pageid"": 2568, ""displaytext"": ""Liping, Zhang""}, {""ns"": 120, ""title"": ""Item:Q1537"", ""pageid"": 2569, ""displaytext"": ""Lippert, Erica""}, {""ns"": 120, ""title"": ""Item:Q1578"", ""pageid"": 2610, ""displaytext"": ""Liliana Staver""}, {""ns"": 120, ""title"": ""Item:Q1509"", ""pageid"": 2541, ""displaytext"": ""Linda Dewolf""}, {""ns"": 120, ""title"": ""Item:Q1183"", ""pageid"": 1271, ""displaytext"": ""Linguistique juridique""}, {""ns"": 120, ""title"": ""Item:Q1460"", ""pageid"": 2492, ""displaytext"": ""Lindemann, Margarete""}, {""ns"": 120, ""title"": ""Item:Q546"", ""pageid"": 586, ""displaytext"": ""Linguistics Terminology and Neologisms in Swahili: Rules vs. Practice""}, {""ns"": 120, ""title"": ""Item:Q492"", ""pageid"": 532, ""displaytext"": ""Linguistic analysis of neologism related to coronavirus (COVID-19)""}, {""ns"": 120, ""title"": ""Item:Q311"", ""pageid"": 353, ""displaytext"": ""Light Nouns and Term Creation in Basque""}, {""ns"": 120, ""title"": ""Item:Q952"", ""pageid"": 994, ""displaytext"": ""Linguistic globalization in the 21st century: anglicisation from idiolect to higher education""}, {""ns"": 120, ""title"": ""Item:Q481"", ""pageid"": 521, ""displaytext"": ""Linguistic potential of COVID-19 neologisms in the metaphoric language of socio-political discourse""}, {""ns"": 120, ""title"": ""Item:Q1350"", ""pageid"": 2254, ""displaytext"": ""Linguistische Fachw\u00f6rterb\u00fccher in Spanien""}, {""ns"": 120, ""title"": ""Item:Q1335"", ""pageid"": 2239, ""displaytext"": ""Linguistische W\u00f6rterb\u00fccher in Ru\u00dfland""}, {""ns"": 120, ""title"": ""Item:Q1923"", ""pageid"": 2957, ""displaytext"": ""literary neology""}, {""ns"": 120, ""title"": ""Item:Q1846"", ""pageid"": 2880, ""displaytext"": ""literal loan""}, {""ns"": 120, ""title"": ""Item:Q1947"", ""pageid"": 2981, ""displaytext"": ""literary neologism""}, {""ns"": 120, ""title"": ""Item:Q98"", ""pageid"": 136, ""displaytext"": ""linguagem francesa""}, {""ns"": 120, ""title"": ""Item:Q96"", ""pageid"": 134, ""displaytext"": ""linguagem inglesa""}, {""ns"": 120, ""title"": ""Item:Q453"", ""pageid"": 493, ""displaytext"": ""l\u00edngua alem\u00e3""}, {""ns"": 120, ""title"": ""Item:Q215"", ""pageid"": 260, ""displaytext"": ""linguagem portuguesa""}, {""ns"": 120, ""title"": ""Item:Q981"", ""pageid"": 1023, ""displaytext"": ""limba greac\u0103 modern\u0103""}, {""ns"": 120, ""title"": ""Item:Q950"", ""pageid"": 992, ""displaytext"": ""l\u00edngua romena""}, {""ns"": 120, ""title"": ""Item:Q208"", ""pageid"": 251, ""displaytext"": ""l\u00edngua espanhola""}, {""ns"": 120, ""title"": ""Item:Q213"", ""pageid"": 258, ""displaytext"": ""l\u00edngua catal\u00e3""}, {""ns"": 120, ""title"": ""Item:Q214"", ""pageid"": 259, ""displaytext"": ""l\u00edngua albanesa""}, {""ns"": 120, ""title"": ""Item:Q1596"", ""pageid"": 2628, ""displaytext"": ""Limba islandez\u0103""}, {""ns"": 120, ""title"": ""Item:Q230"", ""pageid"": 274, ""displaytext"": ""linguagem italiana""}, {""ns"": 120, ""title"": ""Item:Q985"", ""pageid"": 1027, ""displaytext"": ""limba ebraic\u0103""}, {""ns"": 120, ""title"": ""Item:Q219"", ""pageid"": 265, ""displaytext"": ""livro""}, {""ns"": 120, ""title"": ""Item:Q231"", ""pageid"": 275, ""displaytext"": ""linguagem basca""}, {""ns"": 120, ""title"": ""Item:Q212"", ""pageid"": 257, ""displaytext"": ""linguagem russa""}, {""ns"": 120, ""title"": ""Item:Q1078"", ""pageid"": 1119, ""displaytext"": ""limba s\u00e2rb\u0103""}, {""ns"": 120, ""title"": ""Item:Q452"", ""pageid"": 492, ""displaytext"": ""linguagem dinamarquesa""}, {""ns"": 120, ""title"": ""Item:Q979"", ""pageid"": 1021, ""displaytext"": ""limba turc\u0103""}, {""ns"": 120, ""title"": ""Item:Q210"", ""pageid"": 255, ""displaytext"": ""l\u00edngua sueca""}, {""ns"": 120, ""title"": ""Item:Q1598"", ""pageid"": 2630, ""displaytext"": ""limba afrikaans""}, {""ns"": 120, ""title"": ""Item:Q980"", ""pageid"": 1022, ""displaytext"": ""limba ucrainean\u0103""}, {""ns"": 120, ""title"": ""Item:Q211"", ""pageid"": 256, ""displaytext"": ""linguagem checa""}]}}"
https://dhwiki.wikibase.cloud/entity/Q259,https://dhwiki.wikibase.cloud/entity/statement/Q259-D4C6E90D-BF83-41E5-B967-F818CDBDD4DC,Editor,3,María Victoria,Madrid Díaz,María Victoria Madrid Díaz,María Victoria Madrid Díaz,María Victoria Madrid Díaz,,María Victoria Madrid Díaz,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q270,https://dhwiki.wikibase.cloud/entity/statement/Q270-95A75CA8-0F46-4DC8-8E31-D46D8DDCC8D0,Author,12,Mahendra,Mahey,Mahendra Mahey,Mahendra Mahey,Mahendra Mahey,,Mahendra Mahey,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q482,https://dhwiki.wikibase.cloud/entity/statement/Q482-122D6DF9-1F3E-4F63-B8FA-8E986081313A,Author,6,Mahendra,Mahey,Mahendra Mahey,Mahendra Mahey,Mahendra Mahey,,Mahendra Mahey,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q270,https://dhwiki.wikibase.cloud/entity/statement/Q270-96006564-C832-4EB9-A5BA-BFACF84EE3EB,Author,13,Eileen,Manchester,Eileen Manchester,Eileen Manchester,Eileen Manchester,,Eileen Manchester,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q211,https://dhwiki.wikibase.cloud/entity/statement/Q211-805F52D6-CC6D-4DCA-8DB6-E8C9302BC729,Author,4,Manuel,Marco-Such,Manuel Marco-Such,Manuel Marco-Such,Manuel Marco-Such,,Manuel Marco-Such,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q217,https://dhwiki.wikibase.cloud/entity/statement/Q217-2708DFDB-EBA8-4A66-A701-FD9813644728,Editor,11,Hélène,Mazo,Hélène Mazo,Hélène Mazo,Hélène Mazo,,Hélène Mazo,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q281,https://dhwiki.wikibase.cloud/entity/statement/Q281-5842F574-4BCA-4E3B-B1AB-9FC110DB4D8E,Author,1,Dora,Melo,Dora Melo,Dora Melo,Dora Melo,,Dora Melo,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q243,https://dhwiki.wikibase.cloud/entity/statement/Q243-491223BC-CC34-4E41-A322-1874C04B60C3,Author,4,Julian,Mendez,Julian Mendez,Julian Mendez,Julian Mendez,,Julian Mendez,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q268,https://dhwiki.wikibase.cloud/entity/statement/Q268-1FFD8E94-23FA-4524-8A03-2E724563ED79,Author,5,Sebastian,Meyer,Sebastian Meyer,Sebastian Meyer,Sebastian Meyer,,Sebastian Meyer,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q1545"", ""pageid"": 2577, ""displaytext"": ""Meyer, Christian M.""}]}}"
https://dhwiki.wikibase.cloud/entity/Q243,https://dhwiki.wikibase.cloud/entity/statement/Q243-DFA11785-CD8D-4005-8670-6CA3AF0242DC,Editor,1,Peter,Mika,Peter Mika,Peter Mika,Peter Mika,,Peter Mika,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q208,https://dhwiki.wikibase.cloud/entity/statement/Q208-8BE6E791-41A8-456F-935D-902E5F679BC9,Author,10,Karen,Miller,Karen Miller,Karen Miller,Karen Miller,,Karen Miller,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q208,https://dhwiki.wikibase.cloud/entity/statement/Q208-A5FED93E-22E2-435F-BD1C-99FBC929847B,Author,11,Honor,Moody,Honor Moody,Honor Moody,Honor Moody,,Honor Moody,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q217,https://dhwiki.wikibase.cloud/entity/statement/Q217-585A899E-DE0B-45E2-8B6F-54D2130EAC50,Editor,12,Asuncion,Moreno,Asuncion Moreno,Asuncion Moreno,Asuncion Moreno,,Asuncion Moreno,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q717"", ""pageid"": 759, ""displaytext"": ""Moreno Campetella""}]}}"
https://dhwiki.wikibase.cloud/entity/Q268,https://dhwiki.wikibase.cloud/entity/statement/Q268-6ABDD6D5-1B63-4F79-B160-70EC2D2DAF76,Author,6,Andreas,Neuburger,Andreas Neuburger,Andreas Neuburger,Andreas Neuburger,,Andreas Neuburger,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q277,https://dhwiki.wikibase.cloud/entity/statement/Q277-7DB095A5-EB27-4A24-BF2F-AACA6097471C,Editor,4,Kjetil,Nørvåg,Kjetil Nørvåg,Kjetil Nørvåg,Kjetil Nørvåg,,Kjetil Nørvåg,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q263,https://dhwiki.wikibase.cloud/entity/statement/Q263-C9A51EF3-C302-431E-B1CD-4ACC1E532B01,Author,3,Maria,Olivera Zaldua,Maria Olivera Zaldua,Maria Olivera Zaldua,Maria Olivera Zaldua,,Maria Olivera Zaldua,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q219,https://dhwiki.wikibase.cloud/entity/statement/Q219-372C4CE4-EBD7-4C51-9ACC-52B163C03CDA,Editor,1,James,O’Sullivan,James O’Sullivan,James O’Sullivan,James O’Sullivan,,James O’Sullivan,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q215,https://dhwiki.wikibase.cloud/entity/statement/Q215-3697615C-66EC-47F6-8D1D-26D9D27EA416,Author,3,Gábor,Palkó,Gábor Palkó,Gábor Palkó,Gábor Palkó,,Gábor Palkó,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q262,https://dhwiki.wikibase.cloud/entity/statement/Q262-78B91819-6953-4D77-BFF9-F42CBFDBD4FE,Author,2,Georgios,Papaioannou,Georgios Papaioannou,Georgios Papaioannou,Georgios Papaioannou,,Georgios Papaioannou,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q264,https://dhwiki.wikibase.cloud/entity/statement/Q264-82615C2E-8D00-4C4A-8392-6B59824E94D2,Author,5,Christos,Papatheodorou,Christos Papatheodorou,Christos Papatheodorou,Christos Papatheodorou,,Christos Papatheodorou,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q260,https://dhwiki.wikibase.cloud/entity/statement/Q260-EFC07D16-D6BD-4D50-BF07-25852EBB741C,Author,4,Dale,Peters,Dale Peters,Dale Peters,Dale Peters,,Dale Peters,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q871"", ""pageid"": 913, ""displaytext"": ""Peters, Pam""}]}}"
https://dhwiki.wikibase.cloud/entity/Q270,https://dhwiki.wikibase.cloud/entity/statement/Q270-0239566A-B266-4279-B04F-A8BCB7D84186,Author,14,Thuy-An,Pham,Thuy-An Pham,Thuy-An Pham,Thuy-An Pham,,Thuy-An Pham,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q2532"", ""pageid"": 3945, ""displaytext"": ""Pham, Mike""}]}}"
https://dhwiki.wikibase.cloud/entity/Q246,https://dhwiki.wikibase.cloud/entity/statement/Q246-9E6623AC-C42B-4C14-A4B0-ED9F21EB702A,Author,2,Manuel,Ramírez Sánchez,Manuel Ramírez Sánchez,Manuel Ramírez Sánchez,Manuel Ramírez Sánchez,,Manuel Ramírez Sánchez,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q281,https://dhwiki.wikibase.cloud/entity/statement/Q281-0470CB3B-6C1F-45BA-B923-703EC4E6D010,Author,2,Irene Pimenta,Rodrigues,Irene Pimenta Rodrigues,Irene Pimenta Rodrigues,Irene Pimenta Rodrigues,,Irene Pimenta Rodrigues,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q259,https://dhwiki.wikibase.cloud/entity/statement/Q259-5C61CC66-6394-40B2-8C8F-622A6D5EC1CD,Editor,4,Maribel,Rodríguez Achútegui,Maribel Rodríguez Achútegui,Maribel Rodríguez Achútegui,Maribel Rodríguez Achútegui,,Maribel Rodríguez Achútegui,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q1230"", ""pageid"": 1296, ""displaytext"": ""Rodr\u00edguez Gonz\u00e1lez, F\u00e9lix""}]}}"
https://dhwiki.wikibase.cloud/entity/Q286,https://dhwiki.wikibase.cloud/entity/statement/Q286-3AFC7574-0571-4081-BDF5-8FB98C44C8A9,Author,7,Jason,Roy,Jason Roy,Jason Roy,Jason Roy,,Jason Roy,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q263,https://dhwiki.wikibase.cloud/entity/statement/Q263-7380C222-CF3E-4087-9A02-D25CD67B161F,Author,2,Antonia,Salvador Benítez,Antonia Salvador Benítez,Antonia Salvador Benítez,Antonia Salvador Benítez,,Antonia Salvador Benítez,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q1568"", ""pageid"": 2600, ""displaytext"": ""Salvador, Natividad Gallardo San""}]}}"
https://dhwiki.wikibase.cloud/entity/Q274,https://dhwiki.wikibase.cloud/entity/statement/Q274-1F6A78D5-A882-49D3-AC8D-47A2C2F403D5,Editor,1,Antonia,Salvador Benítez,Antonia Salvador Benítez,Antonia Salvador Benítez,Antonia Salvador Benítez,,Antonia Salvador Benítez,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q1568"", ""pageid"": 2600, ""displaytext"": ""Salvador, Natividad Gallardo San""}]}}"
https://dhwiki.wikibase.cloud/entity/Q478,https://dhwiki.wikibase.cloud/entity/statement/Q478-41E9F6B6-5B1F-4F39-A9BF-1E8EA44D6E0E,Author,1,Lucia,Sardo,Lucia Sardo,Lucia Sardo,Lucia Sardo,,Lucia Sardo,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q264,https://dhwiki.wikibase.cloud/entity/statement/Q264-103ED440-2617-47C9-8EF9-B12C4D1A5C29,Author,3,Dimitrios,Spanoudakis,Dimitrios Spanoudakis,Dimitrios Spanoudakis,Dimitrios Spanoudakis,,Dimitrios Spanoudakis,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q268,https://dhwiki.wikibase.cloud/entity/statement/Q268-3DA349C0-AD2B-4731-AF2B-B4B67AA01002,Author,8,Regine,Stein,Regine Stein,Regine Stein,Regine Stein,,Regine Stein,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q2548"", ""pageid"": 3961, ""displaytext"": ""Stein\u00fe\u00f3r Steingr\u00edmsson""}]}}"
https://dhwiki.wikibase.cloud/entity/Q268,https://dhwiki.wikibase.cloud/entity/statement/Q268-48C6CD40-6333-4D64-AF1B-7C388EF228B8,Author,7,Thomas,Stäcker,Thomas Stäcker,Thomas Stäcker,Thomas Stäcker,,Thomas Stäcker,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q264,https://dhwiki.wikibase.cloud/entity/statement/Q264-8F3FCD12-DEBB-4025-A6B7-1D1CC745E0A8,Editor,2,Imma,Subirats Coll,Imma Subirats Coll,Imma Subirats Coll,Imma Subirats Coll,,Imma Subirats Coll,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q211,https://dhwiki.wikibase.cloud/entity/statement/Q211-66F3F5C6-2034-4E7D-83B9-C6B5FE9874E0,Author,2,María Dolores,Sáez,María Dolores Sáez,María Dolores Sáez,María Dolores Sáez,,María Dolores Sáez,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q208,https://dhwiki.wikibase.cloud/entity/statement/Q208-1DE7BC2D-C2F9-4686-9F4C-F09A336EFAF5,Author,12,Craig,Thomas,Craig Thomas,Craig Thomas,Craig Thomas,,Craig Thomas,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q669"", ""pageid"": 709, ""displaytext"": ""Thomas Szende""}, {""ns"": 120, ""title"": ""Item:Q737"", ""pageid"": 779, ""displaytext"": ""Thomas B. I. Creamer""}, {""ns"": 120, ""title"": ""Item:Q1459"", ""pageid"": 2491, ""displaytext"": ""Thomas Lindauer""}, {""ns"": 120, ""title"": ""Item:Q2479"", ""pageid"": 3892, ""displaytext"": ""Thomas Rhys Evans""}]}}"
https://dhwiki.wikibase.cloud/entity/Q240,https://dhwiki.wikibase.cloud/entity/statement/Q240-C288CAD8-B590-4503-821F-5EF9AEA7DD23,Author,24,Katherine,Thornton,Katherine Thornton,Katherine Thornton,Katherine Thornton,,Katherine Thornton,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q2552"", ""pageid"": 3965, ""displaytext"": ""Thornton, Anna Maria""}]}}"
https://dhwiki.wikibase.cloud/entity/Q282,https://dhwiki.wikibase.cloud/entity/statement/Q282-B3F0F40E-D37C-4763-8044-FB9227E7548F,Author,1,Katherine,Thornton,Katherine Thornton,Katherine Thornton,Katherine Thornton,,Katherine Thornton,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q2552"", ""pageid"": 3965, ""displaytext"": ""Thornton, Anna Maria""}]}}"
https://dhwiki.wikibase.cloud/entity/Q266,https://dhwiki.wikibase.cloud/entity/statement/Q266-3BF819F9-D684-478A-B54E-4E9D537565EC,Editor,3,Suppawong,Tuarob,Suppawong Tuarob,Suppawong Tuarob,Suppawong Tuarob,,Suppawong Tuarob,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q270,https://dhwiki.wikibase.cloud/entity/statement/Q270-18A213D0-46E3-4DD6-B382-AB9ABD44DBF4,Author,16,Ellen,Van Keer,Ellen Van Keer,Ellen Van Keer,Ellen Van Keer,,Ellen Van Keer,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q914"", ""pageid"": 956, ""displaytext"": ""Van de Velde, Hans""}, {""ns"": 120, ""title"": ""Item:Q1223"", ""pageid"": 1289, ""displaytext"": ""Vanessa Hannesschl\u00e4ger""}, {""ns"": 120, ""title"": ""Item:Q1521"", ""pageid"": 2553, ""displaytext"": ""Vanessa Gonz\u00e1lez Ribao""}, {""ns"": 120, ""title"": ""Item:Q779"", ""pageid"": 821, ""displaytext"": ""Vanessa Hannesschl\u00e4ger""}]}}"
https://dhwiki.wikibase.cloud/entity/Q281,https://dhwiki.wikibase.cloud/entity/statement/Q281-A84005C1-A67E-46DB-9C19-3C958CE5D55B,Author,3,Davide,Varagnolo,Davide Varagnolo,Davide Varagnolo,Davide Varagnolo,,Davide Varagnolo,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q277,https://dhwiki.wikibase.cloud/entity/statement/Q277-D8A5BE45-D519-4B14-8B5B-EFDB38C8E56F,Editor,6,Genoveva,Vargas-Solar,Genoveva Vargas-Solar,Genoveva Vargas-Solar,Genoveva Vargas-Solar,,Genoveva Vargas-Solar,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q286,https://dhwiki.wikibase.cloud/entity/statement/Q286-68D6D925-F2D0-43CB-AEC0-92A38C926F69,Author,10,Elliot,Williams,Elliot Williams,Elliot Williams,Elliot Williams,,Elliot Williams,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q282,https://dhwiki.wikibase.cloud/entity/statement/Q282-90E29A2B-3550-4480-BAAE-E5ADA675616B,Author,4,Carl,Wilson,Carl Wilson,Carl Wilson,Carl Wilson,,Carl Wilson,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q260,https://dhwiki.wikibase.cloud/entity/statement/Q260-B93449A8-3CC9-45EF-BC36-4E193BC38370,Author,3,Clemens de,Wolf,Clemens de Wolf,Clemens de Wolf,Clemens de Wolf,,Clemens de Wolf,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q930"", ""pageid"": 972, ""displaytext"": ""Wolfer, Sascha""}, {""ns"": 120, ""title"": ""Item:Q1439"", ""pageid"": 2471, ""displaytext"": ""Wolfgang Dahmen""}, {""ns"": 120, ""title"": ""Item:Q610"", ""pageid"": 650, ""displaytext"": ""Wolfgang U. Dressler""}, {""ns"": 120, ""title"": ""Item:Q1475"", ""pageid"": 2507, ""displaytext"": ""Wolfgang Rettig""}, {""ns"": 120, ""title"": ""Item:Q1532"", ""pageid"": 2564, ""displaytext"": ""Wolfgang Klein""}]}}"
https://dhwiki.wikibase.cloud/entity/Q284,https://dhwiki.wikibase.cloud/entity/statement/Q284-30D0777F-094C-4CD0-ABF2-6E198F5938ED,Author,1,Fudie,Zhao,Fudie Zhao,Fudie Zhao,Fudie Zhao,,Fudie Zhao,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q277,https://dhwiki.wikibase.cloud/entity/statement/Q277-85A48638-5830-490D-ADAA-E99267E2B5E1,Editor,7,Ester,Zumpano,Ester Zumpano,Ester Zumpano,Ester Zumpano,,Ester Zumpano,"{""batchcomplete"": """", ""query"": {""wbsearch"": []}}"
https://dhwiki.wikibase.cloud/entity/Q218,https://dhwiki.wikibase.cloud/entity/statement/Q218-C8DBEE10-05BE-472A-9171-F1AA49B93422,Author,3,Branislava,Šandrih Todorović,Branislava Šandrih Todorović,Branislava Šandrih Todorović,Branislava Šandrih Todorović,,Branislava Šandrih Todorović,"{""batchcomplete"": """", ""query"": {""wbsearch"": [{""ns"": 120, ""title"": ""Item:Q686"", ""pageid"": 726, ""displaytext"": ""\u0160andrih, Branislava""}]}}"
