*ſ,s
*ca,ka
*co,ko
*cu,ku
*ce,ze
*ci,zi
*ch,tx
*tch,tx
*c,k
*lz,ltz
*nz,ntz
*rz,rtz
*rs,rts
*ls,lts
*ns,nts
*ge,je
*gi,ji
*gue,ge
*gui,gi
*güe,gue
*güi,gui
*ill,il
*ll,il
*ly,ldd
*ny,ndd
*iñ,in
*ñ,in
*mb,nb
*mp,np
*qu,k
*ss,s
*ty,tt
*v([^aeiou ]),u\1
*v,b
*sy,x
*y,i
