SRP18520.txt#offset_101624_101628	Q261
SRP18520.txt#offset_101698_101699	Q262
SRP18520.txt#offset_101690_101698	Q263
SRP18520.txt#offset_101701_101706	Q264
SRP18520.txt#offset_101706_101707	Q265
SRP18520.txt#offset_101713_101714	Q266
SRP18520.txt#offset_101708_101713	Q267
SRP18520.txt#offset_101716_101718	Q268
SRP18520.txt#offset_101719_101723	Q269
SRP18520.txt#offset_101740_101741	Q270
SRP18520.txt#offset_101734_101740	Q271
SRP18520.txt#offset_101743_101745	Q272
SRP18520.txt#offset_101746_101750	Q273
SRP18520.txt#offset_101766_101767	Q274
SRP18520.txt#offset_101760_101766	Q275
SRP18520.txt#offset_101769_101770	Q276
SRP18520.txt#offset_101771_101773	Q277
SRP18520.txt#offset_101843_101844	Q278
SRP18520.txt#offset_101839_101843	Q279
SRP18520.txt#offset_101846_101847	Q280
SRP18520.txt#offset_101847_101848	Q281
SRP18520.txt#offset_101853_101854	Q282
SRP18520.txt#offset_101852_101853	Q283
SRP18520.txt#offset_101856_101858	Q284
SRP18520.txt#offset_101859_101866	Q285
SRP18520.txt#offset_101_111	Q286
SRP18520.txt#offset_112_121	Q287
SRP18520.txt#offset_102044_102045	Q288
SRP18520.txt#offset_102037_102044	Q289
SRP18520.txt#offset_102047_102050	Q290
SRP18520.txt#offset_102051_102053	Q291
SRP18520.txt#offset_130_134	Q292
SRP18520.txt#offset_42_49	Q293
SRP18520.txt#offset_0_2	Q294
SRP18520.txt#offset_3_9	Q295
SRP18520.txt#offset_100074_100075	Q296
SRP18520.txt#offset_100070_100074	Q297
SRP18520.txt#offset_100077_100078	Q298
SRP18520.txt#offset_100079_100083	Q299
SRP18520.txt#offset_100204_100205	Q300
SRP18520.txt#offset_100194_100204	Q301
SRP18520.txt#offset_100207_100208	Q302
SRP18520.txt#offset_100209_100212	Q303
SRP18520.txt#offset_10027_10028	Q304
SRP18520.txt#offset_10017_10027	Q305
SRP18520.txt#offset_100300_100301	Q306
SRP18520.txt#offset_100291_100300	Q307
SRP18520.txt#offset_100303_100305	Q308
SRP18520.txt#offset_100306_100310	Q309
SRP18520.txt#offset_10030_10032	Q310
SRP18520.txt#offset_10033_10034	Q311
SRP18520.txt#offset_100520_100521	Q312
SRP18520.txt#offset_100512_100520	Q313
SRP18520.txt#offset_100523_100526	Q314
SRP18520.txt#offset_100527_100529	Q315
SRP18520.txt#offset_100647_100648	Q316
SRP18520.txt#offset_100642_100647	Q317
SRP18520.txt#offset_100650_100654	Q318
SRP18520.txt#offset_100655_100660	Q319
SRP18520.txt#offset_100856_100857	Q320
