word,anchor,oliacat
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97819_97820,А,http://purl.org/olia/olia.owl#Residual
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97821_97825,како,http://purl.org/olia/olia.owl#SubordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9788_9789,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9783_9788,махао,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9791_9792,„,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9792_9795,Пиј,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97940_97941,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97936_97940,жељу,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97943_97949,Којима,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_97950_97952,је,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98026_98027,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98016_98026,народности,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98029_98030,А,http://purl.org/olia/olia.owl#Residual
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98031_98037,којима,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98162_98163,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98157_98162,народ,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98190_98191,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98184_98190,првима,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98193_98195,Он,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98196_98198,је,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98294_98295,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98288_98294,оружја,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98297_98298,А,http://purl.org/olia/olia.owl#Residual
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98299_98307,простаци,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98477_98478,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98470_98477,утврдио,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98480_98482,Од,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98483_98487,како,http://purl.org/olia/olia.owl#SubordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98583_98584,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98577_98583,скупио,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98586_98588,Та,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98589_98595,Младен,http://purl.org/olia/olia.owl#ProperNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98811_98812,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98800_98811,одбрањивати,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98814_98815,А,http://purl.org/olia/olia.owl#Residual
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98816_98819,кад,http://purl.org/olia/olia.owl#SubordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9893_9894,“,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9892_9893,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9896_9897,„,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9897_9900,Све,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98_99,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_95_98,ДРЖ,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99175_99176,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99171_99175,ишао,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99178_99180,Ал,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99181_99182,’,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99224_99225,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99219_99224,снаге,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99227_99229,Од,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99230_99233,куд,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99268_99269,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99264_99268,души,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99271_99273,Од,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99274_99277,куд,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_992_993,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_986_992,красни,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99376_99377,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99370_99376,уснама,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99379_99382,Шта,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99383_99385,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99447_99448,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99438_99447,туробност,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99450_99455,Ништа,http://purl.org/olia/olia.owl#ProperNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99455_99456,!,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99458_99463,Ништа,http://purl.org/olia/olia.owl#ProperNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99463_99464,!,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99466_99467,У,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99468_99475,његовом,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99610_99611,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99601_99610,задовољан,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99613_99615,Та,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99616_99619,шта,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99795_99796,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99790_99795,собом,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99875_99876,.,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99871_99875,бити,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99878_99880,Он,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99881_99883,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100000_100004,себе,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100005_100012,победио,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_99997_99999,је,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100013_100015,па,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100016_100018,је,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100019_100022,све,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100023_100028,чинио,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10001_10002,—,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10003_10008,велиш,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9997_10000,час,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100028_100029,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100030_100033,све,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100033_100034,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100035_100038,све,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100039_100041,за,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100042_100051,народност,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10008_10009,?,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100052_100056,која,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100057_100063,бејаше,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100064_100069,његов,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100084_100086,је,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100087_100089,он,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100090_100095,добро,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10010_10013,све,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100096_100105,извршивао,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100106_100111,своју,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100112_100119,дужност,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10014_10016,ћу,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100120_100124,међу,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100125_100130,онима,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100130_100131,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100132_100136,који,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100137_100139,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100140_100146,могоше,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100147_100153,уједно,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100154_100161,скупити,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100162_100163,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100164_100170,оружје,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100171_100177,подићи,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100178_100180,за,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100181_100187,обрану,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100188_100193,своје,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100213_100217,беху,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100218_100225,честите,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100226_100227,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100228_100237,племените,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100238_100242,душе,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100242_100243,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100244_100248,које,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100249_100251,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100252_100256,бише,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100257_100258,и,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100259_100265,крвише,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100266_100268,за,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100269_100274,своју,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100275_100282,слободу,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100283_100284,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100285_100290,драгу,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100311_100314,тим,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100315_100318,док,http://purl.org/olia/olia.owl#SubordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100319_100321,су,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100322_100324,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100325_100332,гдекоји,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100333_100339,борили,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100340_100341,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10035_10037,ја,http://purl.org/olia/olia.owl#Pronoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100342_100345,крв,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100346_100350,лили,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100351_100353,за,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100354_100361,Српство,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100361_100362,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10038_10042,нећу,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100363_100367,беху,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100368_100369,у,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100370_100377,српском,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100378_100384,народу,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100385_100390,многи,http://purl.org/olia/olia.owl#Adjective
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100390_100391,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10043_10048,ништа,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100392_100396,који,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100397_100399,би,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100400_100410,драговољно,http://purl.org/olia/olia.owl#Adverb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100411_100415,били,http://purl.org/olia/olia.owl#AuxiliaryVerb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100416_100422,оружје,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100423_100429,дизали,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100430_100431,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100432_100434,са,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100435_100441,овојом,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100442_100444,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10049_10051,да,http://purl.org/olia/olia.owl#SubordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100445_100451,браћом,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100452_100462,сајединили,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100462_100463,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100464_100466,ал,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100467_100468,’,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100469_100471,то,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100472_100474,не,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100475_100481,могаху,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100482_100488,чинити,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100489_100491,по,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100492_100500,положају,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100500_100501,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10052_10061,заборавим,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_1004_1005,-,http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_1006_1014,Карловци,http://purl.org/olia/olia.owl#ProperNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_995_1003,Карловци,http://purl.org/olia/olia.owl#ProperNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100502_100503,у,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100504_100508,коме,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100509_100511,се,http://purl.org/olia/olia.owl#Particle
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100530_100536,мољаху,http://purl.org/olia/olia.owl#Verb
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_10061_10062,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100537_100541,Богу,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100542_100544,за,http://purl.org/olia/olia.owl#Adposition
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100545_100550,срећу,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100551_100552,и,http://purl.org/olia/olia.owl#CoordinatingConjunction
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100553_100561,напредак,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100562_100567,своје,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100568_100573,браће,http://purl.org/olia/olia.owl#CommonNoun
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100573_100574,",",http://purl.org/olia/olia.owl#Punctuation
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100575_100579,који,http://purl.org/olia/olia.owl#Determiner
http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_100580_100584,носе,http://purl.org/olia/olia.owl#Verb
